sample_index,classifier,ENC_HOMICIDIO,ENC_HURTO,ENC_FATRAPORTE_ARMAS_MUNICIONES,ENC_TRAFAPORTE_ESTUPEFACIENTES,ENC_CONCIERTO_DELINQUIR,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES,ENC_ACTOS_SEXUALES_MENOR_14,ENC_ACC_CARNAL_14,ENC_ANNO_INGRESO,ENC_INTRAMUROS,ENC_MESES_CONDENA,ENC_RANGOS_EDAD_INPEC,ENC_GENERO,ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS,ENC_HOMICIDIO_CON,ENC_HURTO_CON,ENC_FATRAPORTE_ARMAS_MUNICIONES_CON,ENC_TRAFAPORTE_ESTUPEFACIENTES_CON,ENC_CONCIERTO_DELINQUIR_CON,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES_CON,ENC_ACTOS_SEXUALES_MENOR_14_CON,ENC_ACC_CARNAL_14_CON,ENC_ANNO_INGRESO_CON,ENC_INTRAMUROS_CON,ENC_MESES_CONDENA_CON,ENC_RANGOS_EDAD_INPEC_CON,ENC_GENERO_CON,ENC_NIVEL_EDUCATIVO_CON,ENC_REGIONAL_CENTRAL_CON,ENC_REGIONAL_OCCIDENTE_CON,ENC_REGIONAL_NOROESTE_CON,ENC_REGIONAL_NORTE_CON,ENC_REGIONAL_ORIENTE_CON,ENC_REGIONAL_VIEJO_CALDAS_CON,distance
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2006,0,80,1,0,6,0,0,0,0,0,0,94.7601792684716
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2006,0,276,3,0,8,0,0,0,1,0,0,293.6705747393873
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2008,0,350,7,0,2,1,0,1,0,1,1,365.9448051241228
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,2008,1,375,7,1,6,1,1,0,1,0,1,397.48673092953726
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2012,0,276,9,0,8,1,0,1,1,0,0,291.97028206047673
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2017,1,232,4,1,7,0,1,0,1,0,1,236.19097135751147
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2021,1,163,9,0,8,1,1,1,0,1,1,177.4061842986069
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,2009,1,200,8,0,4,1,1,0,1,1,0,212.94484617408426
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2012,0,375,3,1,2,0,1,1,0,1,0,382.1871588696412
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2006,0,312,9,1,7,0,0,0,0,0,0,333.80164195934617
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2009,1,241,6,1,5,1,0,1,0,0,1,234.13350419710144
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2008,1,180,4,0,4,0,1,1,0,1,1,168.33669848200378
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,2012,1,522,3,1,8,0,1,0,0,1,0,506.08847577101204
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2008,1,470,4,0,7,0,1,1,1,1,0,463.106997640194
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,0,1,0,1,1,0,1,1,2014,1,107,7,0,5,0,0,0,0,0,1,98.21143164128068
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2011,1,350,3,1,6,0,1,1,1,1,0,340.2496971158537
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2011,0,163,9,0,7,1,0,1,0,1,1,162.22173338142377
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2009,1,480,2,0,7,0,1,0,1,0,0,473.89039548965525
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2020,1,454,6,0,5,1,1,1,1,0,0,439.0746811089293
4422,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2019,1,30,2,1,2,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2006,1,284,1,1,6,1,0,1,0,0,1,279.409447600259
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,1,0,0,1,0,1,1,2013,0,85,6,1,2,0,0,0,0,0,1,41.699028885717254
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,0,0,1,1,1,0,1,1,2008,0,552,1,0,7,0,0,1,1,1,0,471.9831476152687
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,2008,1,480,6,0,6,1,0,0,0,0,0,403.4527709628995
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2014,1,544,10,1,5,0,0,0,1,0,0,456.73094878893477
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2008,1,180,5,1,5,0,0,1,1,1,0,93.55643552248263
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2015,1,30,9,0,2,0,1,0,1,0,1,97.97068531618632
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,2020,1,522,6,0,7,1,0,1,0,0,0,430.46270787537145
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2008,1,216,6,1,9,0,1,0,0,0,0,135.05040021795978
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2011,1,424,4,1,1,1,1,0,0,0,1,334.29393320839574
126,GaussianNB_BASE_LINE_VALUES,1,0,1,0,1,0,0,0,2019,1,108,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2006,0,350,4,1,8,0,1,0,1,0,0,272.735888309062
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2008,0,544,2,1,4,1,0,1,1,0,1,398.86865305721267
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,1,1,0,1,0,0,1,2016,0,544,9,0,3,1,0,1,0,1,1,393.8806771694608
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,1,1,0,1,1,1,0,2008,0,522,3,0,2,0,1,1,0,1,1,375.55223619432996
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2009,1,396,7,0,7,0,1,1,1,1,0,252.45075837765623
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,1,0,0,1,0,1,1,2020,1,544,5,1,4,1,0,0,0,0,1,384.67183045903687
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,1,1,0,0,1,0,1,2008,0,414,8,1,8,0,1,1,0,1,0,276.6500534429963
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2013,1,220,10,0,6,1,0,0,1,1,1,76.1336404468142
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,0,1,1,0,1,1,1,1,2018,0,156,1,1,5,1,1,0,0,1,1,24.55929786976915
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,1,1,1,1,0,1,0,1,2014,0,454,4,1,5,1,0,0,1,1,0,309.35848375890635
4611,GaussianNB_BASE_LINE_VALUES,0,0,1,1,0,0,0,0,2019,1,168,1,1,3,0,0,1,0,0,0,0,0,1,1,1,0,1,1,2006,1,375,7,1,1,0,1,1,0,0,1,226.61732956430507
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2014,1,241,6,1,3,0,0,0,1,0,1,130.25075506967218
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2012,0,216,9,1,5,0,0,1,0,1,0,108.0363067177982
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,1,1,0,1,0,0,1,1,2006,1,360,6,0,6,0,1,1,0,0,0,254.57592457198675
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,2016,0,327,3,1,1,0,1,0,1,1,1,213.26499027233635
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2009,0,396,4,0,7,0,0,0,1,0,1,289.43260959087917
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2006,1,48,5,1,8,0,0,1,0,1,0,109.59293701556322
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2008,1,396,6,1,5,0,0,0,0,1,0,284.3193051974042
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2016,1,454,9,1,6,0,0,0,1,0,0,345.84352669397924
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2012,0,429,5,1,4,1,0,1,0,1,1,319.4091044115064
1804,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2020,1,128,4,1,2,0,0,0,0,1,0,0,1,1,1,1,0,1,0,2012,1,396,2,0,3,1,0,0,1,1,0,279.70607222707685
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2013,1,104,3,0,5,0,1,1,1,0,1,88.63949983359467
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2020,1,375,9,1,6,0,0,0,0,1,0,366.70449746998213
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2018,0,144,9,0,7,1,0,0,0,0,0,136.57982389520328
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2021,1,568,4,1,7,1,0,0,0,0,1,558.2369550294038
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2013,1,55,4,0,6,0,0,1,1,0,1,41.689467517594345
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2011,0,96,8,0,8,1,1,1,1,1,0,89.68999287011272
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,2018,0,276,2,1,8,1,0,1,1,0,1,262.1926142989501
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2008,1,228,7,1,6,1,1,0,1,0,0,220.83411312455863
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2008,0,279,1,1,1,1,1,1,0,0,0,263.86885903449394
3789,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2015,0,31,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2012,0,396,6,1,6,0,0,1,1,1,0,375.8770892519225
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,1,1,0,0,1,1,1,0,2020,0,437,4,1,6,0,0,1,1,1,1,351.0585040059847
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2009,1,270,9,0,5,0,1,0,0,1,1,202.4516820378106
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2015,0,522,4,1,6,0,1,1,1,0,1,435.10608280612126
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2006,1,134,9,1,3,1,1,1,0,1,1,71.04033442057364
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2017,1,270,7,1,6,0,1,1,0,0,0,191.5101360143393
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2008,0,78,8,0,3,0,0,0,0,1,0,41.43022199359204
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2019,1,148,3,0,8,0,1,0,1,1,0,68.47675395913163
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2016,0,69,5,0,2,1,1,0,1,0,0,41.08476274448114
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2015,1,294,4,1,4,1,0,1,0,1,0,215.09436901835423
1786,GaussianNB_BASE_LINE_VALUES,0,0,0,0,0,1,0,0,2019,0,94,3,1,4,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2019,1,81,3,1,3,0,1,0,1,0,0,21.09276809962138
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2011,0,16,5,1,1,0,1,0,0,0,0,220.28786566929693
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2011,1,128,7,0,5,1,0,1,1,0,0,109.80601118473531
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,2021,1,268,3,1,8,0,1,0,0,0,1,67.47962408061194
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2017,1,480,1,1,2,1,1,0,1,0,1,280.995261395511
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,2016,0,255,9,0,9,0,0,1,1,1,0,61.627549127223865
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,0,1,1,1,1,0,1,1,2006,0,552,8,1,6,1,0,0,1,0,1,370.9992476123795
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2017,1,440,2,0,4,0,1,1,0,1,1,239.36178016416832
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2021,1,279,5,0,4,0,1,1,1,1,1,75.69608354099054
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,1,1,1,1,1,1,0,1,2021,0,200,4,0,5,0,1,0,0,0,0,32.79709162977325
4912,GaussianNB_BASE_LINE_VALUES,1,1,0,0,0,0,0,0,2019,1,216,2,1,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1,2018,0,450,3,0,5,1,0,0,1,1,1,247.9912010762113
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2013,1,552,3,0,7,1,0,0,0,1,1,525.7701733936881
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2011,1,146,6,1,8,0,1,1,0,1,1,117.01339759963531
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2020,0,240,8,0,9,1,0,1,1,0,0,206.8771970991163
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2008,0,360,4,0,7,1,1,0,1,1,1,345.3688943912898
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2013,1,128,7,0,8,0,1,0,1,0,0,98.32789983418695
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2009,1,336,5,1,6,1,1,1,0,0,0,308.8622887401764
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2012,0,360,9,1,6,1,0,0,1,1,0,335.2150869345095
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2009,0,180,8,0,8,1,1,0,0,0,0,156.2168893032779
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2012,1,255,1,0,8,1,0,1,1,0,0,229.5907120324157
2266,GaussianNB_BASE_LINE_VALUES,0,0,0,0,1,0,0,0,2019,1,48,5,1,4,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2021,0,255,9,0,6,0,0,0,0,1,0,223.63603573107477
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,1,1,1,0,0,1,0,2006,1,19,8,0,1,0,1,1,0,1,0,40.120458108359685
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,1,1,0,1,0,1,0,2008,1,300,9,0,2,1,1,1,0,1,0,286.91326506086966
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2009,0,544,5,0,3,1,0,1,1,0,0,512.325027086106
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2016,0,437,4,1,2,0,1,0,1,1,1,408.75250452495993
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2006,0,522,9,1,4,1,0,0,1,1,1,510.63883689269056
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,0,1,1,0,1,0,1,2016,0,240,8,0,5,0,0,1,1,1,1,216.0705237743289
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2006,1,200,8,0,6,0,1,1,0,0,0,181.83560436558665
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2009,0,522,2,0,9,1,1,1,1,1,1,504.9584842619731
2523,GaussianNB_BASE_LINE_VALUES,0,1,1,0,0,0,0,0,2014,0,38,4,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2014,0,90,3,1,6,1,0,1,0,0,0,62.33071290777128
