id,algorithm,stage,intervention,process,accuracy,recall,selection_rate,sensitivity,specificity,precision,num_positives,error_rate,error_rate_difference,error_rate_ratio,false_discovery_rate,false_discovery_rate_difference,false_discovery_rate_ratio,false_negative_rate,false_negative_rate_difference,false_negative_rate_ratio,false_omission_rate,false_omission_rate_difference,false_omission_rate_ratio,false_positive_rate,false_positive_rate_difference,false_positive_rate_ratio,generalized_entropy_index,generalized_false_negative_rate,generalized_false_positive_rate,generalized_true_negative_rate,generalized_true_positive_rate,negative_predictive_value,num_false_negatives,num_false_positives,num_generalized_false_negatives,num_generalized_false_positives,num_generalized_true_negatives,num_pred_negatives,num_pred_positives,num_true_negatives,num_true_positives,positive_predictive_value,average_abs_odds_difference,average_odds_difference,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_generalized_entropy_index,between_group_theil_index,coefficient_of_variation,differential_fairness_bias_amplification,disparate_impact,equal_opportunity_difference,equalized_odds_difference,average_predictive_value_difference,statistical_parity_difference,theil_index,true_negative_rate,true_positive_rate,true_positive_rate_difference,base_rate,consistency,num_negatives,mean_difference,smoothed_empirical_differential_fairness,f1_score,matthews_corrcoef,zero_one_loss,roc_auc_score,balanced_accuracy,fair_utility,log_likelihood,disparate_mistreatment,h_mean_fairness,h_mean_performance,h_mean_mixed,Total_real_time,Total_CPU_usage (%),Total_GPU_usage (%),Total_CPU_time (s),Total_GPU_time (s),Energy_consumption (Ws),CO2_emissions (gCO2e),equal_opportunity_difference_abs,equalized_odds_difference_abs,statistical_parity_difference_abs
9d4685ba-31be-4dad-b8e0-b0def87ede7d,LogisticRegressionCV,BASE_LINE,SMOTE,SMOTE,0.674770394,0.638196916,0.451107509,0.638196916,0.705357143,0.644311377,843,0.325229606,0.034325276,1.115398309,0.355688623,0.01900069,1.056175954,0.361803084,-0.334216777,0.482371577,0.30019685,0.017342261,1.060274932,0.294642857,0.24861372,3.442900033,0.164020186,0.361803084,0.294642857,0.705357143,0.638196916,0.69980315,305,297,305,297,711,1016,835,711,538,0.644311377,0.291415249,0.291415249,0.07938013,0.003150602,0.003294628,0.07938013,0.003150602,0.003294628,0.572748087,0.690042852,2.657965523,0.334216777,0.334216777,-0.000829214,0.31938146,0.227733105,0.705357143,0.638196916,0.334216777,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.641239571,0.343834179,0.325229606,0.671777029,0.671777029,0.476010959,-2814194.636,-0.085603057,0.824834079,0.650988034,0.740126726,,,,,,,,0.334216777,0.334216777,0.31938146
9d4685ba-31be-4dad-b8e0-b0def87ede7d,AdaBoostClassifier,BASE_LINE,SMOTE,SMOTE,0.673149649,0.595492289,0.413830362,0.595492289,0.738095238,0.65535248,843,0.326850351,0.022326275,1.072304357,0.34464752,-0.051062616,0.869152047,0.404507711,-0.237584129,0.608140463,0.314285714,0.040191483,1.141453141,0.261904762,0.155082271,2.095268542,0.176977931,0.404507711,0.261904762,0.738095238,0.595492289,0.685714286,341,264,341,264,744,1085,766,744,502,0.65535248,0.1963332,0.1963332,0.043498507,0.00094606,0.000968756,0.043498507,0.00094606,0.000968756,0.594941898,0.389628469,1.965645251,0.237584129,0.237584129,0.045627049,0.224314194,0.248792256,0.738095238,0.595492289,0.237584129,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.623990056,0.337306417,0.326850351,0.666793764,0.666793764,0.53588001,-2376669.91,-0.082501857,0.904739766,0.629270349,0.761814621,,,,,,,,0.237584129,0.237584129,0.224314194
9d4685ba-31be-4dad-b8e0-b0def87ede7d,SVC,BASE_LINE,SMOTE,SMOTE,0.682333874,0.664294187,0.467314965,0.664294187,0.697420635,0.647398844,843,0.317666126,0.014478228,1.047322356,0.352601156,-0.072844097,0.824864192,0.335705813,-0.170259095,0.645526147,0.287018256,0.043420465,1.170834615,0.302579365,0.121958672,1.586439571,0.155054731,0.335705813,0.302579365,0.697420635,0.664294187,0.712981744,283,305,283,305,703,986,865,703,560,0.647398844,0.146108883,0.146108883,0.024728117,0.00030574,0.00030982,0.024728117,0.00030574,0.00030982,0.556874728,0.165336277,1.568203032,0.170259095,0.170259095,0.058132281,0.181889356,0.213929287,0.697420635,0.664294187,0.170259095,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.655737705,0.361047089,0.317666126,0.680857411,0.680857411,0.581378095,-2726276.196,-0.048300423,0.936682143,0.667272352,0.79851181,,,,,,,,0.170259095,0.170259095,0.181889356
9d4685ba-31be-4dad-b8e0-b0def87ede7d,RidgeClassifierCV,BASE_LINE,SMOTE,SMOTE,0.681793625,0.641755635,0.44732577,0.641755635,0.715277778,0.653381643,843,0.318206375,0.025647038,1.0862229,0.346618357,0.032291667,1.101973684,0.358244365,-0.375489377,0.445498246,0.295210166,0.002375053,1.008091749,0.284722222,0.258640201,4.076457127,0.161680159,0.358244365,0.284722222,0.715277778,0.641755635,0.704789834,302,287,302,287,721,1023,828,721,541,0.653381643,0.317064789,0.317064789,0.088923238,0.003953671,0.004158563,0.088923238,0.003953671,0.004158563,0.568647797,0.815535315,3.016288385,0.375489377,0.375489377,-0.014958307,0.342711907,0.224839618,0.715277778,0.641755635,0.375489377,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.647516457,0.357601992,0.318206375,0.678516706,0.678516706,0.46338295,-2766025.592,-0.116849176,0.791226291,0.656554661,0.72729154,,,,,,,,0.375489377,0.375489377,0.342711907
9d4685ba-31be-4dad-b8e0-b0def87ede7d,XGBClassifier,BASE_LINE,SMOTE,SMOTE,0.666666667,0.586002372,0.411669368,0.586002372,0.734126984,0.648293963,843,0.333333333,0.054839881,1.189789,0.351706037,0.006743895,1.019509125,0.413997628,-0.198598953,0.659161256,0.320477502,0.064538484,1.237222535,0.265873016,0.183011566,2.477164779,0.181222829,0.413997628,0.265873016,0.734126984,0.586002372,0.679522498,349,268,349,268,740,1089,762,740,494,0.648293963,0.190805259,0.190805259,0.043937882,0.000965269,0.000988671,0.043937882,0.000965269,0.000988671,0.602034598,0.397431348,1.98118479,0.198598953,0.198598953,0.028897294,0.225144385,0.254648684,0.734126984,0.586002372,0.198598953,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.615576324,0.323950108,0.333333333,0.660064678,0.660064678,0.534120866,-3029574.424,-0.015587388,0.932196485,0.620993086,0.767382934,,,,,,,,0.198598953,0.198598953,0.225144385
9d4685ba-31be-4dad-b8e0-b0def87ede7d,LogisticRegressionCV,BASE_LINE,SMOTE,HYPERPARAMETER,0.672069152,0.632265718,0.448406267,0.632265718,0.705357143,0.642168675,843,0.327930848,0.02016097,1.064698386,0.357831325,-0.020701213,0.945062165,0.367734282,-0.345774865,0.477221335,0.303623898,0.010873927,1.036764231,0.294642857,0.231503067,3.012295888,0.166268037,0.367734282,0.294642857,0.705357143,0.632265718,0.696376102,310,297,310,297,711,1021,830,711,533,0.642168675,0.288638966,0.288638966,0.07689062,0.002956084,0.003086577,0.07689062,0.002956084,0.003086577,0.57665941,0.667701537,2.598953194,0.345774865,0.345774865,0.01578757,0.312543259,0.23105749,0.705357143,0.632265718,0.345774865,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.637178721,0.338083504,0.327930848,0.66881143,0.66881143,0.475766391,-2857942.766,-0.114271798,0.816916897,0.646694719,0.734104059,,,,,,,,0.345774865,0.345774865,0.312543259
9d4685ba-31be-4dad-b8e0-b0def87ede7d,AdaBoostClassifier,BASE_LINE,SMOTE,HYPERPARAMETER,0.677471637,0.652431791,0.461372231,0.652431791,0.698412698,0.644028103,843,0.322528363,0.027487074,1.091537144,0.355971897,-0.019408373,0.948035647,0.347568209,-0.286081907,0.51556797,0.293881645,0.022084671,1.079504814,0.301587302,0.211936718,2.545087039,0.159346983,0.347568209,0.301587302,0.698412698,0.652431791,0.706118355,293,304,293,304,704,997,854,704,550,0.644028103,0.249009313,0.249009313,0.063017844,0.001985624,0.002056256,0.063017844,0.001985624,0.002056256,0.564529862,0.497228157,2.188966815,0.286081907,0.286081907,0.020746522,0.27955877,0.220408628,0.698412698,0.652431791,0.286081907,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.648202711,0.3504953,0.322528363,0.675422245,0.675422245,0.507235816,-2375930.839,-0.07414519,0.860896992,0.659118862,0.761047607,,,,,,,,0.286081907,0.286081907,0.27955877
9d4685ba-31be-4dad-b8e0-b0def87ede7d,GradientBoostingClassifier,BASE_LINE,ROS,ROS,0.676931388,0.65480427,0.464073474,0.65480427,0.695436508,0.642607683,843,0.323068612,0.024654213,1.081335862,0.357392317,-0.040675845,0.896661367,0.34519573,-0.242521884,0.55999601,0.293346774,0.031230412,1.115552524,0.304563492,0.181551728,2.108937582,0.158740783,0.34519573,0.304563492,0.695436508,0.65480427,0.706653226,291,307,291,307,701,992,859,701,552,0.642607683,0.212036806,0.212036806,0.049151871,0.001207953,0.001240916,0.049151871,0.001207953,0.001240916,0.563455025,0.365667498,1.917769792,0.242521884,0.242521884,0.035953128,0.244391956,0.219348375,0.695436508,0.65480427,0.242521884,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.648648649,0.349750501,0.323068612,0.675120389,0.675120389,0.531970018,-2728969.217,-0.060970156,0.891818652,0.659906995,0.775081187,,,,,,,,0.242521884,0.242521884,0.244391956
9d4685ba-31be-4dad-b8e0-b0def87ede7d,LogisticRegressionCV,BASE_LINE,ROS,ROS,0.678011885,0.679715302,0.485683414,0.679715302,0.676587302,0.637374861,843,0.321988115,0.0233191,1.076931235,0.362625139,-0.052943888,0.870581608,0.320284698,-0.197686183,0.595062173,0.283613445,0.038226912,1.149824833,0.323412698,0.160219994,1.804660415,0.151246381,0.320284698,0.323412698,0.676587302,0.679715302,0.716386555,270,326,270,326,682,952,899,682,573,0.637374861,0.178953089,0.178953089,0.036946456,0.00068252,0.000696321,0.036946456,0.00068252,0.000696321,0.54999342,0.24012243,1.690235465,0.197686183,0.197686183,0.0455854,0.215087539,0.207180529,0.676587302,0.679715302,0.197686183,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.657864524,0.355029736,0.321988115,0.678151302,0.678151302,0.556794032,-2673555.493,-0.037466189,0.917757219,0.671715821,0.793234792,,,,,,,,0.197686183,0.197686183,0.215087539
9d4685ba-31be-4dad-b8e0-b0def87ede7d,AdaBoostClassifier,BASE_LINE,ROS,ROS,0.670448406,0.632265718,0.450027012,0.632265718,0.702380952,0.639855942,843,0.329551594,0.036165312,1.120437313,0.360144058,-0.007672162,0.979099973,0.367734282,-0.280880218,0.53673003,0.304518664,0.032150145,1.114404413,0.297619048,0.218228731,2.700679072,0.166555975,0.367734282,0.297619048,0.702380952,0.632265718,0.695481336,310,300,310,300,708,1018,833,708,533,0.639855942,0.249554474,0.249554474,0.063729956,0.002030754,0.00210387,0.063729956,0.002030754,0.00210387,0.577158513,0.524036374,2.249091616,0.280880218,0.280880218,0.019911154,0.27954175,0.231320612,0.702380952,0.632265718,0.280880218,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.636038186,0.334991796,0.329551594,0.667323335,0.667323335,0.500789811,-2377450.441,-0.062651488,0.866962958,0.645802199,0.75600545,,,,,,,,0.280880218,0.280880218,0.27954175
9d4685ba-31be-4dad-b8e0-b0def87ede7d,SVC,BASE_LINE,ROS,ROS,0.680713128,0.65717675,0.462452728,0.65717675,0.700396825,0.647196262,843,0.319286872,0.016480898,1.05386812,0.352803738,-0.072725973,0.825148192,0.34282325,-0.161879206,0.6629728,0.290452261,0.047820088,1.18814461,0.299603175,0.118122355,1.567992599,0.157400095,0.34282325,0.299603175,0.700396825,0.65717675,0.709547739,289,302,289,302,706,995,856,706,554,0.647196262,0.140000781,0.140000781,0.022503672,0.000253208,0.000256275,0.022503672,0.000253208,0.000256275,0.561070575,0.153304046,1.549434644,0.161879206,0.161879206,0.060273031,0.175881345,0.217604803,0.700396825,0.65717675,0.161879206,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.652148323,0.357158547,0.319286872,0.678786788,0.678786788,0.583756107,-2717544.504,-0.043756852,0.942261719,0.663115056,0.798247792,,,,,,,,0.161879206,0.161879206,0.175881345
9d4685ba-31be-4dad-b8e0-b0def87ede7d,RidgeClassifierCV,BASE_LINE,ROS,ROS,0.666666667,0.613285884,0.4365208,0.613285884,0.711309524,0.639851485,843,0.333333333,0.040838209,1.135998942,0.360148515,0.029082774,1.087248322,0.386714116,-0.33269916,0.502908314,0.312559923,0.026949673,1.091945942,0.288690476,0.252348188,3.715747168,0.172967225,0.386714116,0.288690476,0.711309524,0.613285884,0.687440077,326,291,326,291,717,1043,808,717,517,0.639851485,0.292523674,0.292523674,0.080351339,0.003228169,0.003377726,0.080351339,0.003228169,0.003377726,0.588161925,0.736753346,2.786625554,0.33269916,0.33269916,-0.001066551,0.318859518,0.241232737,0.711309524,0.613285884,0.33269916,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.626287099,0.325940697,0.333333333,0.662297704,0.662297704,0.468559946,-2758422.098,-0.080350972,0.829164738,0.634615385,0.732876506,,,,,,,,0.33269916,0.33269916,0.318859518
9d4685ba-31be-4dad-b8e0-b0def87ede7d,XGBClassifier,BASE_LINE,ROS,ROS,0.659643436,0.609727165,0.440302539,0.609727165,0.701388889,0.630674847,843,0.340356564,0.053016865,1.17823765,0.369325153,-0.012523303,0.967081604,0.390272835,-0.189449259,0.656284916,0.317567568,0.065994315,1.246064516,0.298611111,0.185286196,2.196419437,0.175328112,0.390272835,0.298611111,0.701388889,0.609727165,0.682432432,329,301,329,301,707,1036,815,707,514,0.630674847,0.187367727,0.187367727,0.0414143,0.000857572,0.000877111,0.0414143,0.000857572,0.000877111,0.59216233,0.330630019,1.85188222,0.189449259,0.189449259,0.039258809,0.222020295,0.244136999,0.701388889,0.609727165,0.189449259,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.620024125,0.312110078,0.340356564,0.655558027,0.655558027,0.532727609,-3055385.359,-0.004163063,0.931786295,0.629077364,0.772480396,,,,,,,,0.189449259,0.189449259,0.222020295
9d4685ba-31be-4dad-b8e0-b0def87ede7d,LogisticRegressionCV,BASE_LINE,ROS,HYPERPARAMETER,0.675850891,0.673784104,0.482441923,0.673784104,0.677579365,0.636058231,843,0.324149109,0.022488909,1.073505415,0.363941769,-0.05570118,0.865079365,0.326215896,-0.199973607,0.596878602,0.287056367,0.038722046,1.1499711,0.322420635,0.158941222,1.798238136,0.153315028,0.326215896,0.322420635,0.677579365,0.673784104,0.712943633,275,325,275,325,683,958,893,683,568,0.636058231,0.179457414,0.179457414,0.036869922,0.000679696,0.00069341,0.036869922,0.000679696,0.00069341,0.553741867,0.24286014,1.694932693,0.199973607,0.199973607,0.047211613,0.214582616,0.210350529,0.677579365,0.673784104,0.199973607,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.65437788,0.350180676,0.324149109,0.675681735,0.675681735,0.554425638,-2683569.228,-0.041032385,0.916775185,0.667862846,0.79050847,,,,,,,,0.199973607,0.199973607,0.214582616
9d4685ba-31be-4dad-b8e0-b0def87ede7d,AdaBoostClassifier,BASE_LINE,ROS,HYPERPARAMETER,0.681253377,0.664294187,0.468395462,0.664294187,0.695436508,0.645905421,843,0.318746623,0.047317103,1.168716538,0.354094579,-0.003436745,0.990377113,0.335705813,-0.198071086,0.606952689,0.287601626,0.04943113,1.19695216,0.304563492,0.19295883,2.245962733,0.155237547,0.335705813,0.304563492,0.695436508,0.664294187,0.712398374,283,307,283,307,701,984,867,701,560,0.645905421,0.195514958,0.195514958,0.045583072,0.001038908,0.00106509,0.045583072,0.001038908,0.00106509,0.557202919,0.329422522,1.849111741,0.198071086,0.198071086,0.026433938,0.235730738,0.214099971,0.695436508,0.664294187,0.198071086,0.455429498,[0.66310103],1008,0.118197256,0.283005298,0.65497076,0.359016536,0.318746623,0.679865348,0.679865348,0.546941503,-2376259.3,-0.005112256,0.920974362,0.66666289,0.791564034,,,,,,,,0.198071086,0.198071086,0.235730738
